13.047,14.741
13.409,13.763
14.196,15.853
14.915,16.174
13.577,14.043
13.922,13.406
12.822,14.223
15.676,15.892
16.163,16.203
12.666,14.899
13.985,12.958
14.061,14.549
13.39,15.562
13.394,15.627
13.979,13.281
14.168,14.466
13.962,14.752
14.459,15.07
14.585,15.827
12.074,13.067
13.549,15.538
13.986,14.788
14.97,16.518
14.256,15.294
15.334,16.125
15.635,16.491
13.621,15.459
14.815,15.34
14.593,14.612
14.489,15.641
15.527,14.636
13.975,14.765
12.954,14.823
12.888,15.076
16.022,16.257
14.926,16.297
12.466,14.183
14.085,14.442
14.537,14.242
14.223,15.424
14.519,13.999
13.12,14.661
14.511,15.305
14.183,15.394
14.717,15.734
13.835,16.171
16.001,14.692
14.127,15.915
13.846,14.341
15.414,16.242
13.253,15.009
13.668,14.359
13.775,14.738
14.126,14.93
14.547,15.633
14.153,14.536
14.126,15.345
14.263,14.986
14.773,15.253
14.21,16.146
13.261,15.48
14.253,15.031
12.921,13.193
13.852,13.332
13.969,13.198
13.252,15.368
13.704,13.214
14.509,15.461
15.69,16.482
12.956,12.437
13.593,14.842
15.129,17.15
14.267,15.676
15.661,14.811
14.34,15.492
14.276,14.706
14.86,15.59
14.104,15.181
15.988,15.621
13.475,15.593
13.776,14.992
12.828,15.671
13.672,15.12
15.387,15.569
15.543,15.515
13.853,15.607
13.625,14.452
15.016,14.917
13.836,15.249
14.227,14.348
13.237,14.611
13.385,14.733
13.871,14.974
12.394,14.644
14.322,14.529
15.83,15.716
15.802,16.018
14.698,14.112
14.706,16.46
13.592,14.92
12.3,14.771
13.399,16.119
15.131,15.9
15.386,15.715
15.455,15.44
13.75,15.268
15.699,16.056
14.806,14.333
15.172,16.706
11.249,15.133
13.888,14.485
15.326,16.585
12.975,15.161
14.074,17.22
14.182,17.834
12.24,14.729
14.826,15.945
13.098,16.23
13.858,15.035
15.525,16.787
15.315,14.568
14.03,15.663
14.423,14.941
13.636,14.964
14.535,13.356
14.616,14.152
13.081,14.028
14.939,14.549
16.027,15.71
14.319,15.118
14.862,14.285
14.014,16.78
13.408,14.6
13.08,14.194
12.688,13.811
14.192,15.365
14.866,14.471
13.394,14.344
13.587,14.391
13.102,14.376
14.542,16.372
14.256,15.042
16.188,16.361
13.633,13.629
14.653,14.976
12.619,16.772
13.034,14.257
10.859,14.479
12.935,14.607
13.992,14.962
12.572,15.197
15.683,16.221
13.213,14.352
13.99,14.524
13.466,13.658
13.132,15.799
14.354,15.023
13.553,13.732
12.986,14.81
14.373,14.951
13.589,15.198
12.26,15.614
13.666,16.445
14.346,15.449
14.607,15.777
14.154,16.574
14.049,14.391
14.069,14.624
15.889,16.337
13.976,15.842
10.882,13.462
13.909,14.977
12.368,15.142
15.168,15.519
15.338,14.233
13.551,15.73
13.579,15.473
14.245,15.085
15.331,15.711
15.917,15.157
13.854,15.321
14.087,14.307
12.636,15.651
14.363,13.872
14.501,14.618
13.97,16.173
15.131,15.289
15.153,14.014
13.31,14.391
14.257,14.297
13.716,13.527
15.701,15.996
13.389,14.365
14.141,13.974
14.845,14.017
12.705,14.273
14.954,14.732
14.281,14.613
13.068,14.833
13.603,12.203
12.688,15.811
13.883,14.118
14.016,14.335
15.366,15.826
13.578,14.88
13.392,14.345
13.694,15.922
12.879,13.202
13.699,15.418
14.016,15.822
14.59,16.381
15.008,15.51
14.06,13.758
14.461,13.344
14.645,15.039
13.855,15.866
14.281,14.023
14.933,14.326
13.769,16.513
13.444,15.079
14.032,14.41
13.819,15.587
16.507,15.22
12.204,14.321
14.882,16.362
15.16,15.15
11.788,14.55
12.884,14.573
13.62,16.424
14.53,15.447
12.646,15.108
15.548,16.432
14.401,15.213
15.211,14.935
15.062,15.117
14.862,14.702
15.405,15.345
13.794,14.687
14.634,16.301
12.457,15.546
13.998,16.736
12.933,12.624
13.703,14.715
13.124,15.448
13.817,14.092
13.025,14.251
14.534,15.766
13.252,16.323
13.237,15.337
12.13,12.667
14.381,16.031
15.982,15.524
13.751,13.643
13.357,13.424
13.086,14.868
13.612,14.868
15.178,14.154
14.155,15.287
13.225,13.96
13.942,14.76
15.391,15.714
13.176,13.674
13.387,14.665
15.159,14.782
14.556,14.049
14.627,14.296
13.286,15.658
13.815,14.172
14.311,16.254
13.536,15.77
14.801,13.818
13.773,14.65
13.765,15.023
14.053,13.939
15.309,16.042
13.155,16.921
12.699,13.999
14.368,16.758
13.263,14.099
11.913,14.613
13.37,15.183
15.995,15.453
14.158,13.771
14.97,15.592
14.751,15.469
13.33,14.347
13.05,14.687
13.776,14.236
15.174,15.51
14.213,15.083
13.821,15.611
14.124,14.955
14.548,14.859
14.099,16.031
14.577,14.257
14.523,14.23
14.3,15.266
14.558,15.487
14.225,15.861
12.04,13.345
13.079,9.3479
21.727,4.1262
12.477,14.459
19.583,10.412
23.34,16.299
18.261,17.978
4.7526,24.35
