15.79,14.921
13.64,15.33
14.866,16.474
13.585,13.989
13.464,15.635
12.949,16.14
15.311,15.175
13.898,15.432
11.921,14.306
14.859,14.901
13.635,14.562
15.76,15.133
15.222,14.185
12.106,13.427
14.808,13.871
15.361,15.99
12.729,15.827
15.385,15.21
13.818,14.299
15.379,15.902
14.112,15.316
12.824,13.697
14.584,14.997
14.295,15.847
13.511,15.591
13.714,15.355
12.858,14.002
14.57,14.224
15.59,15.721
13.1,15.09
14.615,14.855
13.928,16.094
13.29,15.422
14.328,15.011
12.994,15.029
13.217,15.021
13.729,14.036
12.597,13.466
14.031,16.311
14.061,15.33
15.27,15.577
15.882,15.462
15.072,14.416
13.985,15.472
14.162,14.815
14.687,14.414
14.119,16.766
14.32,15.381
13.309,15.043
13.552,14.018
15.171,16.014
14.281,14.994
13.337,15.042
14.377,15.679
14.326,16.47
14.625,14.234
14.169,14.107
12.972,15.489
12.374,14.881
15.154,15.058
14.093,14.772
12.595,15.04
13.615,14.721
12.67,15.986
14.704,15.888
15.278,13.893
13.271,14.507
14.137,14.78
15.294,16.507
14.67,15.353
14.031,13.73
13.774,14.76
14.552,16.644
13.886,14.8
14.434,14.339
13.386,15.065
13.826,16.449
15.206,15.761
12.371,13.215
14.55,16.116
13.105,16.562
14.22,15.831
13.805,15.903
15.185,14.954
13.859,14.407
14.81,14.469
12.799,14.047
13.697,14.287
13.321,15.493
14.089,14.933
13.767,15.913
12.499,14.688
13.355,14.738
14.567,13.749
13.553,13.906
15.113,16.286
13.046,14.816
14.745,15.316
13.14,14.93
14.351,14.263
13.135,14.656
13.875,14.327
14.766,14.64
13.619,15.452
13.542,15.775
14.882,16.032
14.75,16.606
14.075,14.994
12.784,13.792
13.613,14.804
14.219,14.484
15.586,15.208
11.849,14.377
15.143,15.264
14.608,16.808
15.728,14.933
14.551,15.635
13.645,14.466
15.188,14.942
13.9,14.668
13.022,14.944
15.147,13.864
14.135,15.135
13.734,14.281
13.774,14.425
13.114,15.53
15.151,16.993
12.281,12.757
14.699,14.732
14.553,15.378
14.274,15.186
14.702,15.863
12.251,14.404
14.749,14.48
13.463,15.053
14.763,14.148
11.622,13.623
14.551,16.218
11.842,13.721
13.694,15.815
14.853,16.011
14.756,15.516
13.527,15.487
14.619,15.407
13.366,15.359
13.87,15.52
14.488,13.971
14.646,15.743
13.343,13.578
13.775,15.437
12.299,15.222
13.857,14.811
13.715,13.85
15.392,14.135
14.123,15.715
14.499,13.594
14.07,15.254
14.225,14.593
13.4,14.6
14.475,14.815
13.601,14.609
14.324,16.635
15.597,16.452
14.582,16.179
14.436,15.91
13.236,14.52
15.346,14.739
13.938,15.445
13.195,12.468
13.321,16.224
15.034,15.675
15.012,16.169
15.106,15.962
13.095,14.252
13.292,13.122
13.704,15.533
13.246,13.222
13.487,14.132
13.172,14.83
13.447,14.663
14.11,14.987
14.184,16.769
12.138,13.89
13.951,15.925
13.337,15.098
14.107,15.978
14.881,15.454
14.364,14.057
12.578,14.07
13.416,15.098
12.295,14.156
13.971,14.631
12.963,11.865
14.122,15.739
13.342,14.382
13.709,15.365
12.708,14.933
13.609,15.225
13.402,15.848
15.157,16.463
14.677,16.01
15.168,13.564
14.75,14.667
15.245,16.29
13.636,15.179
13.008,13.942
15.342,16.035
13.363,14.917
14.911,14.845
14.354,15.448
14.599,14.841
15.326,15.854
13.358,15.547
12.378,14.256
14.449,14.453
12.986,16.486
12.254,13.7
13.785,15.44
15.535,15.777
12.714,15.834
13.844,14.525
14.014,15.058
12.751,15.758
14.539,14.914
12.529,13.552
14.822,15.409
13.352,14.991
13.104,15.212
13.165,16.148
14.529,14.902
13.902,13.839
14.99,15.337
13.58,15.595
14.121,13.821
12.969,14.222
17.07,14.54
15.387,16.719
14.162,15.406
13.948,16.347
14.68,16.303
14.472,15.154
13.364,13.041
12.027,14.277
14.69,14.972
13.216,15.057
14.939,16.856
15.605,18.958
13.032,16.712
15.007,16.684
14.52,14.526
14.85,14.193
14.594,14.365
15.787,16.201
13.922,14.377
14.96,16.696
14.527,14.616
11.778,14.731
12.856,14.004
13.016,14.999
15.151,15.873
14.191,14.67
12.184,13.192
13.792,14.148
13.689,15.957
13.835,15.243
14.742,14.524
12.943,15.465
13.655,13.978
15.595,15.046
13.77,15.372
16.22,14.393
13.556,13.833
14.712,15.166
14.278,15.551
13.228,13.697
13.171,13.044
15.22,15.7
13.081,14.472
13.682,14.242
12.772,14.871
14.866,15.498
15.146,16.296
13.032,14.374
16.303,14.084
13.716,16.428
13.775,13.432
15.064,15.409
12.317,14.071
14.228,15.524
14.682,14.842
14.219,14.607
14.384,15.405
14.746,16.981
13.77,13.516
14.026,14.181
12.714,14.423
14.225,16.284
14.293,15.991
14.952,14.364
14.734,15.818
19.29,10.676
8.7386,16.796
0.30794,5.3914
28.542,21.6
19.035,12.029
14.376,23.356
8.7781,16.69
